max_x : 50821, max_y: 50750, min_x: -50472, min_y: -50499
max_x : 48641, max_y: 48570, min_x: -48292, min_y: -48319
max_x : 48636, max_y: 48565, min_x: -48287, min_y: -48314
max_x : 48631, max_y: 48560, min_x: -48282, min_y: -48309
max_x : 48626, max_y: 48555, min_x: -48277, min_y: -48304
max_x : 48621, max_y: 48550, min_x: -48272, min_y: -48299
max_x : 48616, max_y: 48545, min_x: -48267, min_y: -48294
max_x : 48611, max_y: 48540, min_x: -48262, min_y: -48289
max_x : 48606, max_y: 48535, min_x: -48257, min_y: -48284
max_x : 48601, max_y: 48530, min_x: -48252, min_y: -48279
max_x : 48596, max_y: 48525, min_x: -48247, min_y: -48274
max_x : 48591, max_y: 48520, min_x: -48242, min_y: -48269
max_x : 48586, max_y: 48515, min_x: -48237, min_y: -48264
max_x : 48581, max_y: 48510, min_x: -48232, min_y: -48259
max_x : 48576, max_y: 48505, min_x: -48227, min_y: -48254
max_x : 48571, max_y: 48500, min_x: -48222, min_y: -48249
max_x : 48566, max_y: 48495, min_x: -48217, min_y: -48244
max_x : 48561, max_y: 48490, min_x: -48212, min_y: -48239
max_x : 48556, max_y: 48485, min_x: -48207, min_y: -48234
max_x : 48551, max_y: 48480, min_x: -48202, min_y: -48229
max_x : 48546, max_y: 48475, min_x: -48197, min_y: -48224
max_x : 48541, max_y: 48470, min_x: -48192, min_y: -48219
max_x : 48536, max_y: 48465, min_x: -48187, min_y: -48214
max_x : 48531, max_y: 48460, min_x: -48182, min_y: -48209
max_x : 48526, max_y: 48455, min_x: -48177, min_y: -48204
max_x : 48521, max_y: 48450, min_x: -48172, min_y: -48199
max_x : 48516, max_y: 48445, min_x: -48167, min_y: -48194
max_x : 48511, max_y: 48440, min_x: -48162, min_y: -48189
max_x : 48506, max_y: 48435, min_x: -48157, min_y: -48184
max_x : 48501, max_y: 48430, min_x: -48152, min_y: -48179
max_x : 48496, max_y: 48425, min_x: -48147, min_y: -48174
max_x : 48491, max_y: 48420, min_x: -48142, min_y: -48169
max_x : 48486, max_y: 48415, min_x: -48137, min_y: -48164
max_x : 48481, max_y: 48410, min_x: -48132, min_y: -48159
max_x : 48476, max_y: 48405, min_x: -48127, min_y: -48154
max_x : 48471, max_y: 48400, min_x: -48122, min_y: -48149
max_x : 48466, max_y: 48395, min_x: -48117, min_y: -48144
max_x : 48461, max_y: 48390, min_x: -48112, min_y: -48139
max_x : 48456, max_y: 48385, min_x: -48107, min_y: -48134
max_x : 48451, max_y: 48380, min_x: -48102, min_y: -48129
max_x : 48446, max_y: 48375, min_x: -48097, min_y: -48124
max_x : 48441, max_y: 48370, min_x: -48092, min_y: -48119
max_x : 48436, max_y: 48365, min_x: -48087, min_y: -48114
max_x : 48431, max_y: 48360, min_x: -48082, min_y: -48109
max_x : 48426, max_y: 48355, min_x: -48077, min_y: -48104
max_x : 48421, max_y: 48350, min_x: -48072, min_y: -48099
max_x : 48416, max_y: 48345, min_x: -48067, min_y: -48094
max_x : 48411, max_y: 48340, min_x: -48062, min_y: -48089
max_x : 48406, max_y: 48335, min_x: -48057, min_y: -48084
max_x : 48401, max_y: 48330, min_x: -48052, min_y: -48079
max_x : 48396, max_y: 48325, min_x: -48047, min_y: -48074
max_x : 48391, max_y: 48320, min_x: -48042, min_y: -48069
max_x : 48386, max_y: 48315, min_x: -48037, min_y: -48064
max_x : 48381, max_y: 48310, min_x: -48032, min_y: -48059
max_x : 48376, max_y: 48305, min_x: -48027, min_y: -48054
max_x : 48371, max_y: 48300, min_x: -48022, min_y: -48049
max_x : 48366, max_y: 48295, min_x: -48017, min_y: -48044
max_x : 48361, max_y: 48290, min_x: -48012, min_y: -48039
max_x : 48356, max_y: 48285, min_x: -48007, min_y: -48034
max_x : 48351, max_y: 48280, min_x: -48002, min_y: -48029
max_x : 48346, max_y: 48275, min_x: -47997, min_y: -48024
max_x : 48341, max_y: 48270, min_x: -47992, min_y: -48019
max_x : 48336, max_y: 48265, min_x: -47987, min_y: -48014
max_x : 48331, max_y: 48260, min_x: -47982, min_y: -48009
max_x : 48326, max_y: 48255, min_x: -47977, min_y: -48004
max_x : 48321, max_y: 48250, min_x: -47972, min_y: -47999
max_x : 48316, max_y: 48245, min_x: -47967, min_y: -47994
max_x : 48311, max_y: 48240, min_x: -47962, min_y: -47989
max_x : 48306, max_y: 48235, min_x: -47957, min_y: -47984
max_x : 48301, max_y: 48230, min_x: -47952, min_y: -47979
max_x : 48296, max_y: 48225, min_x: -47947, min_y: -47974
max_x : 48291, max_y: 48220, min_x: -47942, min_y: -47969
max_x : 48286, max_y: 48215, min_x: -47937, min_y: -47964
max_x : 48281, max_y: 48210, min_x: -47932, min_y: -47959
max_x : 48276, max_y: 48205, min_x: -47927, min_y: -47954
max_x : 48271, max_y: 48200, min_x: -47922, min_y: -47949
max_x : 48266, max_y: 48195, min_x: -47917, min_y: -47944
max_x : 48261, max_y: 48190, min_x: -47912, min_y: -47939
max_x : 48256, max_y: 48185, min_x: -47907, min_y: -47934
max_x : 48251, max_y: 48180, min_x: -47902, min_y: -47929
max_x : 48246, max_y: 48175, min_x: -47897, min_y: -47924
max_x : 48241, max_y: 48170, min_x: -47892, min_y: -47919
max_x : 48236, max_y: 48165, min_x: -47887, min_y: -47914
max_x : 48231, max_y: 48160, min_x: -47882, min_y: -47909
max_x : 48226, max_y: 48155, min_x: -47877, min_y: -47904
max_x : 48221, max_y: 48150, min_x: -47872, min_y: -47899
max_x : 48216, max_y: 48145, min_x: -47867, min_y: -47894
max_x : 48211, max_y: 48140, min_x: -47862, min_y: -47889
max_x : 48206, max_y: 48135, min_x: -47857, min_y: -47884
max_x : 48201, max_y: 48130, min_x: -47852, min_y: -47879
max_x : 48196, max_y: 48125, min_x: -47847, min_y: -47874
max_x : 48191, max_y: 48120, min_x: -47842, min_y: -47869
max_x : 48186, max_y: 48115, min_x: -47837, min_y: -47864
max_x : 48181, max_y: 48110, min_x: -47832, min_y: -47859
max_x : 48176, max_y: 48105, min_x: -47827, min_y: -47854
max_x : 48171, max_y: 48100, min_x: -47822, min_y: -47849
max_x : 48166, max_y: 48095, min_x: -47817, min_y: -47844
max_x : 48161, max_y: 48090, min_x: -47812, min_y: -47839
max_x : 48156, max_y: 48085, min_x: -47807, min_y: -47834
max_x : 48151, max_y: 48080, min_x: -47802, min_y: -47829
max_x : 48146, max_y: 48075, min_x: -47797, min_y: -47824
max_x : 48141, max_y: 48070, min_x: -47792, min_y: -47819
max_x : 48136, max_y: 48065, min_x: -47787, min_y: -47814
max_x : 48131, max_y: 48060, min_x: -47782, min_y: -47809
max_x : 48126, max_y: 48055, min_x: -47777, min_y: -47804
max_x : 48121, max_y: 48050, min_x: -47772, min_y: -47799
max_x : 48116, max_y: 48045, min_x: -47767, min_y: -47794
max_x : 48111, max_y: 48040, min_x: -47762, min_y: -47789
max_x : 48106, max_y: 48035, min_x: -47757, min_y: -47784
max_x : 48101, max_y: 48030, min_x: -47752, min_y: -47779
max_x : 48096, max_y: 48025, min_x: -47747, min_y: -47774
max_x : 48091, max_y: 48020, min_x: -47742, min_y: -47769
max_x : 48086, max_y: 48015, min_x: -47737, min_y: -47764
max_x : 48081, max_y: 48010, min_x: -47732, min_y: -47759
max_x : 48076, max_y: 48005, min_x: -47727, min_y: -47754
max_x : 48071, max_y: 48000, min_x: -47722, min_y: -47749
max_x : 48066, max_y: 47995, min_x: -47717, min_y: -47744
max_x : 48061, max_y: 47990, min_x: -47712, min_y: -47739
max_x : 48056, max_y: 47985, min_x: -47707, min_y: -47734
max_x : 48051, max_y: 47980, min_x: -47702, min_y: -47729
max_x : 48046, max_y: 47975, min_x: -47697, min_y: -47724
max_x : 48041, max_y: 47970, min_x: -47692, min_y: -47719
max_x : 48036, max_y: 47965, min_x: -47687, min_y: -47714
max_x : 48031, max_y: 47960, min_x: -47682, min_y: -47709
max_x : 48026, max_y: 47955, min_x: -47677, min_y: -47704
max_x : 48021, max_y: 47950, min_x: -47672, min_y: -47699
max_x : 48016, max_y: 47945, min_x: -47667, min_y: -47694
max_x : 48011, max_y: 47940, min_x: -47662, min_y: -47689
max_x : 48006, max_y: 47935, min_x: -47657, min_y: -47684
max_x : 48001, max_y: 47930, min_x: -47652, min_y: -47679
max_x : 47996, max_y: 47925, min_x: -47647, min_y: -47674
max_x : 47991, max_y: 47920, min_x: -47642, min_y: -47669
max_x : 47986, max_y: 47915, min_x: -47637, min_y: -47664
max_x : 47981, max_y: 47910, min_x: -47632, min_y: -47659
max_x : 47976, max_y: 47905, min_x: -47627, min_y: -47654
max_x : 47971, max_y: 47900, min_x: -47622, min_y: -47649
max_x : 47966, max_y: 47895, min_x: -47617, min_y: -47644
max_x : 47961, max_y: 47890, min_x: -47612, min_y: -47639
max_x : 47956, max_y: 47885, min_x: -47607, min_y: -47634
max_x : 47951, max_y: 47880, min_x: -47602, min_y: -47629
max_x : 47946, max_y: 47875, min_x: -47597, min_y: -47624
max_x : 47941, max_y: 47870, min_x: -47592, min_y: -47619
max_x : 47936, max_y: 47865, min_x: -47587, min_y: -47614
max_x : 47931, max_y: 47860, min_x: -47582, min_y: -47609
max_x : 47926, max_y: 47855, min_x: -47577, min_y: -47604
max_x : 47921, max_y: 47850, min_x: -47572, min_y: -47599
max_x : 47916, max_y: 47845, min_x: -47567, min_y: -47594
max_x : 47911, max_y: 47840, min_x: -47562, min_y: -47589
max_x : 47906, max_y: 47835, min_x: -47557, min_y: -47584
max_x : 47901, max_y: 47830, min_x: -47552, min_y: -47579
max_x : 47896, max_y: 47825, min_x: -47547, min_y: -47574
max_x : 47891, max_y: 47820, min_x: -47542, min_y: -47569
max_x : 47886, max_y: 47815, min_x: -47537, min_y: -47564
max_x : 47881, max_y: 47810, min_x: -47532, min_y: -47559
max_x : 47876, max_y: 47805, min_x: -47527, min_y: -47554
max_x : 47871, max_y: 47800, min_x: -47522, min_y: -47549
max_x : 47866, max_y: 47795, min_x: -47517, min_y: -47544
max_x : 47861, max_y: 47790, min_x: -47512, min_y: -47539
max_x : 47856, max_y: 47785, min_x: -47507, min_y: -47534
max_x : 47851, max_y: 47780, min_x: -47502, min_y: -47529
max_x : 47846, max_y: 47775, min_x: -47497, min_y: -47524
max_x : 47841, max_y: 47770, min_x: -47492, min_y: -47519
max_x : 47836, max_y: 47765, min_x: -47487, min_y: -47514
max_x : 47831, max_y: 47760, min_x: -47482, min_y: -47509
max_x : 47826, max_y: 47755, min_x: -47477, min_y: -47504
max_x : 47821, max_y: 47750, min_x: -47472, min_y: -47499
max_x : 47816, max_y: 47745, min_x: -47467, min_y: -47494
max_x : 47811, max_y: 47740, min_x: -47462, min_y: -47489
max_x : 47806, max_y: 47735, min_x: -47457, min_y: -47484
max_x : 47801, max_y: 47730, min_x: -47452, min_y: -47479
max_x : 47796, max_y: 47725, min_x: -47447, min_y: -47474
max_x : 47791, max_y: 47720, min_x: -47442, min_y: -47469
max_x : 47786, max_y: 47715, min_x: -47437, min_y: -47464
max_x : 47781, max_y: 47710, min_x: -47432, min_y: -47459
max_x : 47776, max_y: 47705, min_x: -47427, min_y: -47454
max_x : 47771, max_y: 47700, min_x: -47422, min_y: -47449
max_x : 47766, max_y: 47695, min_x: -47417, min_y: -47444
max_x : 47761, max_y: 47690, min_x: -47412, min_y: -47439
max_x : 47756, max_y: 47685, min_x: -47407, min_y: -47434
max_x : 47751, max_y: 47680, min_x: -47402, min_y: -47429
max_x : 47746, max_y: 47675, min_x: -47397, min_y: -47424
max_x : 47741, max_y: 47670, min_x: -47392, min_y: -47419
max_x : 47736, max_y: 47665, min_x: -47387, min_y: -47414
max_x : 47731, max_y: 47660, min_x: -47382, min_y: -47409
max_x : 47726, max_y: 47655, min_x: -47377, min_y: -47404
max_x : 47721, max_y: 47650, min_x: -47372, min_y: -47399
max_x : 47716, max_y: 47645, min_x: -47367, min_y: -47394
max_x : 47711, max_y: 47640, min_x: -47362, min_y: -47389
max_x : 47706, max_y: 47635, min_x: -47357, min_y: -47384
max_x : 47701, max_y: 47630, min_x: -47352, min_y: -47379
max_x : 47696, max_y: 47625, min_x: -47347, min_y: -47374
max_x : 47691, max_y: 47620, min_x: -47342, min_y: -47369
max_x : 47686, max_y: 47615, min_x: -47337, min_y: -47364
max_x : 47681, max_y: 47610, min_x: -47332, min_y: -47359
max_x : 47676, max_y: 47605, min_x: -47327, min_y: -47354
max_x : 47671, max_y: 47600, min_x: -47322, min_y: -47349
max_x : 47666, max_y: 47595, min_x: -47317, min_y: -47344
max_x : 47661, max_y: 47590, min_x: -47312, min_y: -47339
max_x : 47656, max_y: 47585, min_x: -47307, min_y: -47334
max_x : 47651, max_y: 47580, min_x: -47302, min_y: -47329
max_x : 47646, max_y: 47575, min_x: -47297, min_y: -47324
max_x : 47641, max_y: 47570, min_x: -47292, min_y: -47319
max_x : 47636, max_y: 47565, min_x: -47287, min_y: -47314
max_x : 47631, max_y: 47560, min_x: -47282, min_y: -47309
max_x : 47626, max_y: 47555, min_x: -47277, min_y: -47304
max_x : 47621, max_y: 47550, min_x: -47272, min_y: -47299
max_x : 47616, max_y: 47545, min_x: -47267, min_y: -47294
max_x : 47611, max_y: 47540, min_x: -47262, min_y: -47289
max_x : 47606, max_y: 47535, min_x: -47257, min_y: -47284
max_x : 47601, max_y: 47530, min_x: -47252, min_y: -47279
max_x : 47596, max_y: 47525, min_x: -47247, min_y: -47274
max_x : 47591, max_y: 47520, min_x: -47242, min_y: -47269
max_x : 47586, max_y: 47515, min_x: -47237, min_y: -47264
max_x : 47581, max_y: 47510, min_x: -47232, min_y: -47259
max_x : 47576, max_y: 47505, min_x: -47227, min_y: -47254
max_x : 47571, max_y: 47500, min_x: -47222, min_y: -47249
max_x : 47566, max_y: 47495, min_x: -47217, min_y: -47244
max_x : 47561, max_y: 47490, min_x: -47212, min_y: -47239
max_x : 47556, max_y: 47485, min_x: -47207, min_y: -47234
max_x : 47551, max_y: 47480, min_x: -47202, min_y: -47229
max_x : 47546, max_y: 47475, min_x: -47197, min_y: -47224
max_x : 47541, max_y: 47470, min_x: -47192, min_y: -47219
max_x : 47536, max_y: 47465, min_x: -47187, min_y: -47214
max_x : 47531, max_y: 47460, min_x: -47182, min_y: -47209
max_x : 47526, max_y: 47455, min_x: -47177, min_y: -47204
max_x : 47521, max_y: 47450, min_x: -47172, min_y: -47199
max_x : 47516, max_y: 47445, min_x: -47167, min_y: -47194
max_x : 47511, max_y: 47440, min_x: -47162, min_y: -47189
max_x : 47506, max_y: 47435, min_x: -47157, min_y: -47184
max_x : 47501, max_y: 47430, min_x: -47152, min_y: -47179
max_x : 47496, max_y: 47425, min_x: -47147, min_y: -47174
max_x : 47491, max_y: 47420, min_x: -47142, min_y: -47169
max_x : 47486, max_y: 47415, min_x: -47137, min_y: -47164
max_x : 47481, max_y: 47410, min_x: -47132, min_y: -47159
max_x : 47476, max_y: 47405, min_x: -47127, min_y: -47154
max_x : 47471, max_y: 47400, min_x: -47122, min_y: -47149
max_x : 47466, max_y: 47395, min_x: -47117, min_y: -47144
max_x : 47461, max_y: 47390, min_x: -47112, min_y: -47139
max_x : 47456, max_y: 47385, min_x: -47107, min_y: -47134
max_x : 47451, max_y: 47380, min_x: -47102, min_y: -47129
max_x : 47446, max_y: 47375, min_x: -47097, min_y: -47124
max_x : 47441, max_y: 47370, min_x: -47092, min_y: -47119
max_x : 47436, max_y: 47365, min_x: -47087, min_y: -47114
max_x : 47431, max_y: 47360, min_x: -47082, min_y: -47109
max_x : 47426, max_y: 47355, min_x: -47077, min_y: -47104
max_x : 47421, max_y: 47350, min_x: -47072, min_y: -47099
max_x : 47416, max_y: 47345, min_x: -47067, min_y: -47094
max_x : 47411, max_y: 47340, min_x: -47062, min_y: -47089
max_x : 47406, max_y: 47335, min_x: -47057, min_y: -47084
max_x : 47401, max_y: 47330, min_x: -47052, min_y: -47079
max_x : 47396, max_y: 47325, min_x: -47047, min_y: -47074
max_x : 47391, max_y: 47320, min_x: -47042, min_y: -47069
max_x : 47386, max_y: 47315, min_x: -47037, min_y: -47064
max_x : 47381, max_y: 47310, min_x: -47032, min_y: -47059
max_x : 47376, max_y: 47305, min_x: -47027, min_y: -47054
max_x : 47371, max_y: 47300, min_x: -47022, min_y: -47049
max_x : 47366, max_y: 47295, min_x: -47017, min_y: -47044
max_x : 47361, max_y: 47290, min_x: -47012, min_y: -47039
max_x : 47356, max_y: 47285, min_x: -47007, min_y: -47034
max_x : 47351, max_y: 47280, min_x: -47002, min_y: -47029
max_x : 47346, max_y: 47275, min_x: -46997, min_y: -47024
max_x : 47341, max_y: 47270, min_x: -46992, min_y: -47019
max_x : 47336, max_y: 47265, min_x: -46987, min_y: -47014
max_x : 47331, max_y: 47260, min_x: -46982, min_y: -47009
max_x : 47326, max_y: 47255, min_x: -46977, min_y: -47004
max_x : 47321, max_y: 47250, min_x: -46972, min_y: -46999
max_x : 47316, max_y: 47245, min_x: -46967, min_y: -46994
max_x : 47311, max_y: 47240, min_x: -46962, min_y: -46989
max_x : 47306, max_y: 47235, min_x: -46957, min_y: -46984
max_x : 47301, max_y: 47230, min_x: -46952, min_y: -46979
max_x : 47296, max_y: 47225, min_x: -46947, min_y: -46974
max_x : 47291, max_y: 47220, min_x: -46942, min_y: -46969
max_x : 47286, max_y: 47215, min_x: -46937, min_y: -46964
max_x : 47281, max_y: 47210, min_x: -46932, min_y: -46959
max_x : 47276, max_y: 47205, min_x: -46927, min_y: -46954
max_x : 47271, max_y: 47200, min_x: -46922, min_y: -46949
max_x : 47266, max_y: 47195, min_x: -46917, min_y: -46944
max_x : 47261, max_y: 47190, min_x: -46912, min_y: -46939
max_x : 47256, max_y: 47185, min_x: -46907, min_y: -46934
max_x : 47251, max_y: 47180, min_x: -46902, min_y: -46929
max_x : 47246, max_y: 47175, min_x: -46897, min_y: -46924
max_x : 47241, max_y: 47170, min_x: -46892, min_y: -46919
max_x : 47236, max_y: 47165, min_x: -46887, min_y: -46914
max_x : 47231, max_y: 47160, min_x: -46882, min_y: -46909
max_x : 47226, max_y: 47155, min_x: -46877, min_y: -46904
max_x : 47221, max_y: 47150, min_x: -46872, min_y: -46899
max_x : 47216, max_y: 47145, min_x: -46867, min_y: -46894
max_x : 47211, max_y: 47140, min_x: -46862, min_y: -46889
max_x : 47206, max_y: 47135, min_x: -46857, min_y: -46884
max_x : 47201, max_y: 47130, min_x: -46852, min_y: -46879
max_x : 47196, max_y: 47125, min_x: -46847, min_y: -46874
max_x : 47191, max_y: 47120, min_x: -46842, min_y: -46869
max_x : 47186, max_y: 47115, min_x: -46837, min_y: -46864
max_x : 47181, max_y: 47110, min_x: -46832, min_y: -46859
max_x : 47176, max_y: 47105, min_x: -46827, min_y: -46854
max_x : 47171, max_y: 47100, min_x: -46822, min_y: -46849
max_x : 47166, max_y: 47095, min_x: -46817, min_y: -46844
max_x : 47161, max_y: 47090, min_x: -46812, min_y: -46839
max_x : 47156, max_y: 47085, min_x: -46807, min_y: -46834
max_x : 47151, max_y: 47080, min_x: -46802, min_y: -46829
max_x : 47146, max_y: 47075, min_x: -46797, min_y: -46824
max_x : 47141, max_y: 47070, min_x: -46792, min_y: -46819
max_x : 47136, max_y: 47065, min_x: -46787, min_y: -46814
max_x : 47131, max_y: 47060, min_x: -46782, min_y: -46809
max_x : 47126, max_y: 47055, min_x: -46777, min_y: -46804
max_x : 47121, max_y: 47050, min_x: -46772, min_y: -46799
max_x : 47116, max_y: 47045, min_x: -46767, min_y: -46794
max_x : 47111, max_y: 47040, min_x: -46762, min_y: -46789
max_x : 47106, max_y: 47035, min_x: -46757, min_y: -46784
max_x : 47101, max_y: 47030, min_x: -46752, min_y: -46779
max_x : 47096, max_y: 47025, min_x: -46747, min_y: -46774
max_x : 47091, max_y: 47020, min_x: -46742, min_y: -46769
max_x : 47086, max_y: 47015, min_x: -46737, min_y: -46764
max_x : 47081, max_y: 47010, min_x: -46732, min_y: -46759
max_x : 47076, max_y: 47005, min_x: -46727, min_y: -46754
max_x : 47071, max_y: 47000, min_x: -46722, min_y: -46749
max_x : 47066, max_y: 46995, min_x: -46717, min_y: -46744
max_x : 47061, max_y: 46990, min_x: -46712, min_y: -46739
max_x : 47056, max_y: 46985, min_x: -46707, min_y: -46734
max_x : 47051, max_y: 46980, min_x: -46702, min_y: -46729
max_x : 47046, max_y: 46975, min_x: -46697, min_y: -46724
max_x : 47041, max_y: 46970, min_x: -46692, min_y: -46719
max_x : 47036, max_y: 46965, min_x: -46687, min_y: -46714
max_x : 47031, max_y: 46960, min_x: -46682, min_y: -46709
max_x : 47026, max_y: 46955, min_x: -46677, min_y: -46704
max_x : 47021, max_y: 46950, min_x: -46672, min_y: -46699
max_x : 47016, max_y: 46945, min_x: -46667, min_y: -46694
max_x : 47011, max_y: 46940, min_x: -46662, min_y: -46689
max_x : 47006, max_y: 46935, min_x: -46657, min_y: -46684
max_x : 47001, max_y: 46930, min_x: -46652, min_y: -46679
max_x : 46996, max_y: 46925, min_x: -46647, min_y: -46674
max_x : 46991, max_y: 46920, min_x: -46642, min_y: -46669
max_x : 46986, max_y: 46915, min_x: -46637, min_y: -46664
max_x : 46981, max_y: 46910, min_x: -46632, min_y: -46659
max_x : 46976, max_y: 46905, min_x: -46627, min_y: -46654
max_x : 46971, max_y: 46900, min_x: -46622, min_y: -46649
max_x : 46966, max_y: 46895, min_x: -46617, min_y: -46644
max_x : 46961, max_y: 46890, min_x: -46612, min_y: -46639
max_x : 46956, max_y: 46885, min_x: -46607, min_y: -46634
max_x : 46951, max_y: 46880, min_x: -46602, min_y: -46629
max_x : 46946, max_y: 46875, min_x: -46597, min_y: -46624
